Location,Description
"Cork, County Cork, Ireland","Job Description-12-month secondment. .  . . Position Title:. . MASTER DATA ANALYST. .  . . Department: TSA Exit Project Team. .  . . Location: Little Island API. .    . . Position Summary. .  . . This position will support project operations by monitoring and analyzing master data, key data, and master relationship data within the organization.. .  . . Provides assistance in resolving data quality problems through the appropriate choice of error detection and correction, process control and improvement, or process design strategies collaborating with subject matter experts (SMEs) and data stewards.. .  . . Manages, analyzes, and resolves data initiative issues and manages revisions needed to best meet internal and customer requirements while adhering to data standards.. .  . . Master Data Analysts often work in a deadline driven environment, so it's important they can stay focused and carry out their tasks in a timely and accurate manner. Strong interpersonal and communication skills are also essential as regular communication with internal and external departments will be expected.. .  . .  Scope of Responsibilities:. .  . . Assists in the application and implementation procedures of data standards and guidelines on data ownership and data replication to ensure access to and integrity of data sets.. Creation and maintenance of material master data for finished and semi-finished products, raw materials as well as vendor and customer master data according to established standards.. Assists in data management, governance, and data quality of master data requirements with other functional data owners to ensure functional master data integrity across the operation of systems is consistent and meets stated business rules and requirements.. Work collaboratively with other functions (e.g. Global Quality, Regulatory, Finance, affiliates & manufacturing sites) to ensure material master related issues are resolved and objectives are met.. . 5.   Good understanding of the related Business Processes related to onboarding and maintenance of master data in SAP.. . 6.   Support various SAP implementation projects to ensure continued alignment between global and local master data teams. Support project teams during data cleansing and migration activities.. . 7.   High level of experience with Material Master, BOMs, Routers, IBP, Order Mgmt, Quality and Trade compliance related to the Material Master Data.. . 8.   Periodically may be responsible for development and preparation of training documents as well as the training of key users or other super users.. . 9.   Performs additional duties as the need arises. .  . . Minimum Qualification Requirements. .  . . Education:   . . ·      Bachelor level degree in Business, Sciences or relevant discipline or equivalent experience preferred.. .   . . Experience: . . 1-2 years pharmaceutical / SAP System Management experience.. High level of proficiency with MS Office programs, including Visio and Excel formulas. Proficiency with MS Access desirable and SAP with material master data experience is a plus.. Relevant experience in GMP environment.. .  . . Show more"
"Letterkenny, County Donegal, Ireland","Do you want to work for a dynamic, innovative company based in ‘the coolest place on the planet’ with exciting career opportunities Then we may have the perfect opportunity for you to showcase your talents?. . . . . At TCS Donegal, we provide a vast range of business and technology services to leading companies around the world. Based in Letterkenny Co. Donegal, with offices around the world, our aim is to enhance our customers’ business performance by bringing forward strategic and innovative solutions. . .  . . TCS is seeking an IT Service Desk Associates to join the Technical operations family. The successful candidate should have English along with Spanish.. . . . . The Technical teams work in a high profile, mission critical environment where early and appropriate responses are essential to providing technical support to the Business Partner Infrastructure.. . . . . This exciting opportunity will focus on supporting day-to-day monitoring and administration of applications as well communication with business partners & troubleshooting issues and offering services to our business partners.. . . . . PERSON SPECIFICATION:. . . . . The candidate must be flexible in their attitude with the ability to meet the demands of business-critical deliverables. The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. It will involve working with management as well as end users. . . . . . The role involves dealing with various incoming requests, single user issues incidents, troubleshooting and data analytics for all business partner support areas and requires a highly technical individual with analytical skills. The analyst will be responsible for areas such as resolving technical incidents, processing service requests, process reviews/enhancements, customer satisfaction and training.. . . . . The services support a 24*7 operation with an on-call support requirement for out of hour coverage (rotational within the team). Core hours are between 7am to 6pm (shift based).. . . . . The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. The candidate must be capable of working independently or as part of a team, possess excellent communication skills (both written and verbal) and have the ability to work proactively.. . . . . KEY RESPONSIBILITIES:. . . . . Troubleshooting customer issues. Monitoring and supporting User administration of applications. Monitoring of mailboxes. Video Conference Support. Mobile Support. Processing Service Requests. Queue Management. Helpdesk Support for technical issues and end user experience. . . . . Skills:. . . . . System administration knowledge of multiple server operating systems; Windows, Linux – RHEL, CentOS, Unix                                                           . Application & Web Servers – Tomcat, Apache, IIS. Databases – MS SQL, Sybase. Effective communications skills. Ability to multitask and work under pressure. Time management skills. Ability to Troubleshoot / Problem Solving experience. Customer Service experience. Record Management knowledge or experience. Proven strong written and verbal communication and interpersonal skills.. Multilingual – English + one of the following German, French, Italian or Spanish. Self-motivated and willingness to learn. Proven ability to work well with technical and non-technical staff across numerous areas. . Suggest and implement Process Improvements and Innovations.. Proven ability to work independently on multiple tasks with commitment and willingness to see issues through to resolution. Excellent problem solving and Root Cause Analysis skills. Proficiency in understanding, analyzing and defining corrective actions from data provided in logs, traces, and heap dumps.. . . . . Desirable. . . . . Working knowledge SharePoint. Working knowledge Salesforce. Desktop support experience. System administration experience. Degree or Certificate in I.T. or related discipline is preferred. ITIL certifications. Technical Support experience working in a technical support role Tier 1/Tier Two.. . . . . Explore the world of TCS here: https://www.paperturn-view.com/?pid=MTA108652. . . . . Due to a high volume of applications, we will be unable to contact each applicant individually regarding the status of their application. If you have not received a direct response within 30 days then the application should be deemed unsuccessful.. . Show more"
"Letterkenny, County Donegal, Ireland","Do you want to work for a dynamic, innovative company based in ‘the coolest place on the planet’ with exciting career opportunities Then we may have the perfect opportunity for you to showcase your talents?. . . . . At TCS Donegal, we provide a vast range of business and technology services to leading companies around the world. Based in Letterkenny Co. Donegal, with offices around the world, our aim is to enhance our customers’ business performance by bringing forward strategic and innovative solutions. . .  . . TCS is seeking an IT Service Desk Associates to join the Technical operations family. The successful candidate should have English along with Italian.. . . . . The Technical teams work in a high profile, mission critical environment where early and appropriate responses are essential to providing technical support to the Business Partner Infrastructure.. . . . . This exciting opportunity will focus on supporting day-to-day monitoring and administration of applications as well communication with business partners & troubleshooting issues and offering services to our business partners.. . . . . PERSON SPECIFICATION:. . . . . The candidate must be flexible in their attitude with the ability to meet the demands of business-critical deliverables. The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. It will involve working with management as well as end users. . . . . . The role involves dealing with various incoming requests, single user issues incidents, troubleshooting and data analytics for all business partner support areas and requires a highly technical individual with analytical skills. The analyst will be responsible for areas such as resolving technical incidents, processing service requests, process reviews/enhancements, customer satisfaction and training.. . . . . The services support a 24*7 operation with an on-call support requirement for out of hour coverage (rotational within the team). Core hours are between 7am to 6pm (shift based).. . . . . The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. The candidate must be capable of working independently or as part of a team, possess excellent communication skills (both written and verbal) and have the ability to work proactively.. . . . . KEY RESPONSIBILITIES:. . . . . Troubleshooting customer issues. Monitoring and supporting User administration of applications. Monitoring of mailboxes. Video Conference Support. Mobile Support. Processing Service Requests. Queue Management. Helpdesk Support for technical issues and end user experience. . . . . Skills:. . . . . System administration knowledge of multiple server operating systems; Windows, Linux – RHEL, CentOS, Unix                                                           . Application & Web Servers – Tomcat, Apache, IIS. Databases – MS SQL, Sybase. Effective communications skills. Ability to multitask and work under pressure. Time management skills. Ability to Troubleshoot / Problem Solving experience. Customer Service experience. Record Management knowledge or experience. Proven strong written and verbal communication and interpersonal skills.. Multilingual – English + one of the following German, French, Italian or Spanish. Self-motivated and willingness to learn. Proven ability to work well with technical and non-technical staff across numerous areas. . Suggest and implement Process Improvements and Innovations.. Proven ability to work independently on multiple tasks with commitment and willingness to see issues through to resolution. Excellent problem solving and Root Cause Analysis skills. Proficiency in understanding, analyzing and defining corrective actions from data provided in logs, traces, and heap dumps.. . . . . Desirable. . . . . Working knowledge SharePoint. Working knowledge Salesforce. Desktop support experience. System administration experience. Degree or Certificate in I.T. or related discipline is preferred. ITIL certifications. Technical Support experience working in a technical support role Tier 1/Tier Two.. . . . . Explore the world of TCS here: https://www.paperturn-view.com/?pid=MTA108652. . . . . Due to a high volume of applications, we will be unable to contact each applicant individually regarding the status of their application. If you have not received a direct response within 30 days then the application should be deemed unsuccessful.. . Show more"
"Letterkenny, County Donegal, Ireland","Do you want to work for a dynamic, innovative company based in ‘the coolest place on the planet’ with exciting career opportunities Then we may have the perfect opportunity for you to showcase your talents?. . . . . At TCS Donegal, we provide a vast range of business and technology services to leading companies around the world. Based in Letterkenny Co. Donegal, with offices around the world, our aim is to enhance our customers’ business performance by bringing forward strategic and innovative solutions. . .  . . TCS is seeking an IT Service Desk Associates to join the Technical operations family. The successful candidate should have English along with French.. . . . . The Technical teams work in a high profile, mission critical environment where early and appropriate responses are essential to providing technical support to the Business Partner Infrastructure.. . . . . This exciting opportunity will focus on supporting day-to-day monitoring and administration of applications as well communication with business partners & troubleshooting issues and offering services to our business partners.. . . . . PERSON SPECIFICATION:. . . . . The candidate must be flexible in their attitude with the ability to meet the demands of business-critical deliverables. The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. It will involve working with management as well as end users. . . . . . The role involves dealing with various incoming requests, single user issues incidents, troubleshooting and data analytics for all business partner support areas and requires a highly technical individual with analytical skills. The analyst will be responsible for areas such as resolving technical incidents, processing service requests, process reviews/enhancements, customer satisfaction and training.. . . . . The services support a 24*7 operation with an on-call support requirement for out of hour coverage (rotational within the team). Core hours are between 7am to 6pm (shift based).. . . . . The successful candidate will be expected to develop a comprehensive knowledge of the relevant applications and become a subject matter expert (SME) in their discipline. The candidate must be capable of working independently or as part of a team, possess excellent communication skills (both written and verbal) and have the ability to work proactively.. . . . . KEY RESPONSIBILITIES:. . . . . Troubleshooting customer issues. Monitoring and supporting User administration of applications. Monitoring of mailboxes. Video Conference Support. Mobile Support. Processing Service Requests. Queue Management. Helpdesk Support for technical issues and end user experience. . . . . Skills:. . . . . System administration knowledge of multiple server operating systems; Windows, Linux – RHEL, CentOS, Unix                                                           . Application & Web Servers – Tomcat, Apache, IIS. Databases – MS SQL, Sybase. Effective communications skills. Ability to multitask and work under pressure. Time management skills. Ability to Troubleshoot / Problem Solving experience. Customer Service experience. Record Management knowledge or experience. Proven strong written and verbal communication and interpersonal skills.. Multilingual – English + one of the following German, French, Italian or Spanish. Self-motivated and willingness to learn. Proven ability to work well with technical and non-technical staff across numerous areas. . Suggest and implement Process Improvements and Innovations.. Proven ability to work independently on multiple tasks with commitment and willingness to see issues through to resolution. Excellent problem solving and Root Cause Analysis skills. Proficiency in understanding, analyzing and defining corrective actions from data provided in logs, traces, and heap dumps.. . . . . Desirable. . . . . Working knowledge SharePoint. Working knowledge Salesforce. Desktop support experience. System administration experience. Degree or Certificate in I.T. or related discipline is preferred. ITIL certifications. Technical Support experience working in a technical support role Tier 1/Tier Two.. . . . . Explore the world of TCS here: https://www.paperturn-view.com/?pid=MTA108652. . . . . Due to a high volume of applications, we will be unable to contact each applicant individually regarding the status of their application. If you have not received a direct response within 30 days then the application should be deemed unsuccessful.. . Show more"
"Dublin, County Dublin, Ireland","LetsGetChecked is a leading at-home health testing company, with a platform that allows consumers to discover and access personalised health information conveniently, confidentially and accurately. We empower people to take an active role in their health to live longer, happier lives. LetsGetChecked was founded in 2015 and has corporate offices located in New York City and Dublin.. . . . . . . This is an excellent opportunity for a Data Privacy Analyst to join our rapidly growing team, and to support our company in the ongoing enhancement and day-to-day management of our privacy compliance program. The Data Privacy Analyst reports to the VP of Data Compliance and Privacy, and is expected to work across multiple business functional teams (such as Marketing, or those of a more technical nature such as Engineering), liaising with Legal, Compliance, Information Security and the DPO.. . . . . . . The role ensures successful and consistent delivery of privacy compliance program activities, policies, and procedures, facilitates privacy-compliant business decision making, and serves to advise and give guidance to the business on how to align with various privacy and data protection requirements. Particular focus areas will include supporting the DPO, Compliance, and Information Security colleagues with third party risk management (due diligence of prospective service providers, business associates, etc.), responding to client requests for information (RFIs) regarding our own privacy and security posture, and supporting the DPO in the performance of data privacy impact assessments to help our growing and evolving business identify and mitigate privacy and security risks as they emerge.. . . . . . . To be successful in this role, you will have proven ability and at least 3 years experience in promoting awareness, understanding, and practical application of privacy and data protection principles and best practices across organizations, enabling them to align their operations with the requirements of global privacy laws and regulations, such as the Health Insurance Portability and Accountability Act (HIPAA), EU General Data Protection Regulation (GDPR), and California Consumer Privacy Act (CCPA).. . . . . . . You will have an in-depth knowledge of these regulations, industry standards, and compliance-related frameworks (HITRUST, SOC2, ISO27, NIST, etc.). Familiarity with the healthcare or medical device industries and the nature of their data processing activities would be a significant plus, as would experience with implementing or managing privacy compliance programs or key domains within them. Experience with contract and data processing addendum reviews, Information Security controls testing or IT Audit, and communication of policies and procedures would all also be helpful to the successful candidate.. . . . . . . Duties and Responsibilities. . . . . . . • Support the DPO in continual identification, documentation, and evaluation of the company's data processing activities as part of the Records of Processing (GDPR Article 30), identifying areas of risk or non-compliance and supporting in mitigation and/or remediation.. . . . . . . • Conduct formally documented Data Protection Impact Assessments (DPIAs) in collaboration with the DPO and business stakeholders, to help manage risks introduced by evolving business activities processing sensitive personal information.. . . . . . . • Support Legal, Compliance, Information Security, and the DPO in performing due diligence and contracting with new third parties. This will involve assessing privacy and information security controls and standards, reviewing and recommending privacy and data protection contractual requirements, and coordinating across the business to communicate and remediate risks associated with new third party relationships.. . . . . . . • Support in Compliance Audit activities, for example working closely with IT Compliance colleagues to ensure continued alignment to HITRUST requirements.. . . . . . . • Support in management of Data Subject Request program, helping DPO in responding to privacy requests made by data subjects wishing to exercise their rights under HIPAA, CCPA, GDPR.. . . . . . . • Act as point of contact with internal teams to promote awareness and understanding of privacy regulatory requirements, as well as company policies and procedures.. . . . . . . • Support the DPO in identifying business processes or aspects of the privacy compliance program that will require the drafting, updating, and communicating of new or enhanced privacy and data protection policies. This will serve to strengthen the privacy compliance program, and extend its reach within our business.. . . . . . . • Offer support to the DPO and Information Security teams in responding to incidents or suspected privacy breaches.. . . . . . . • Support in the ongoing delivery of training on GDPR, CCPA, and HIPAA compliance for employees.. . . . . . . • Support the DPO in further developing our HIPAA Privacy and Security Rules compliance program.. . . . . . . • Other duties as assigned by Legal, DPO, or Information Security.. . . . . Requirements:. . . . • Experience in data protection and legal compliance.. . . . . . . . • Experience in third party risk management.. . . . . . . • Experience in performing data protection impact assessments, or similar privacy risk analysis.. . . . . . . • Solid knowledge of/experience with global privacy regulations and how they apply to data processing operations in the medical device or healthcare sector.. . . . . . . • Familiarity with computer security systems/critical security controls and related industry standards for privacy and security, such as HITRUST requirements and their implementation.. . . . . . . • Ability to handle confidential information.. . . . . . . • Ethical, with the ability to remain tactful, impartial and escalate all instances of noncompliance through established reporting channels.. . . . . . . • Organizational skills with attention to detail.. . . . . . . . . . . . . . . Additional Skills/Certifications (preferred). . . . . . . • Security or IT Audit certifications such as CISSP, CIPM, CISA, or CRISC.. . . . . . . • Privacy certifications such as CIPP/US, CIPP/E, CIPM, CIPT, or FIP.. . . . . . . • Paralegal or other experience working within a Legal department (e.g. contract review).. . . . Show more"
"Model Farm Road, County Cork, Ireland","Overview. . GlobeTech is a global provider of software localisation, translation, QA and data analysis to the multinational IT sector. We provide market leading solutions to our clients with the core objective of helping them to expand and grow their business in the personalised and data driven age.. . Established in 1997 by two expert Engineers, our bespoke services have allowed us to grow and become a trusted partner with our clients. Why? Because we work with excellent people!. . Job Summary. . We are currently seeking a Language Analyst to join our expanding team. In this role you will focus on the international aspects of dictation. You will have responsibility for the analysis of vocabulary.. . Responsibilities. . As a Language Analyst your responsibilities will include:. . Communicating cross-functionally with various departments company wide. Improving the accuracy of data through analysis and then evaluating the results. Focusing on all languages under testing, identifying potential issues with localisation. Working in direct partnership with the Engineering department providing relevant feedback. Any other duties that may apply. Qualifications. . A Degree in IT or linguistics or relevant experience is essential. Native level fluency of the language required along with cultural awareness of the native country is required. A strong grasp of spelling and grammar in both the native language as well as English. Excellent Oral and written communication skills required. Have a strong technical aptitude. Be adaptable to changing environments. . Reward. . A competitive salary is on offer with this position. You will also receive benefits including:. . Individual health insurance. Pension contribution. On site parking. . Location: Initially remote, then onsite in Cork.. . This is an excellent opportunity to join a highly technical firm with a vibrant company culture where you will receive incredible exposure to the latest technologies. GlobeTech is an equal opportunity employer.. . Diversity and Inclusion. . We believe in ensuring diversity and inclusion in the workplace, as this will produce a better place to work and a better product. We encourage all candidates to apply.. . GlobeTech is an equal opportunity employer celebrating diversity and championing inclusivity.. . Keywords: Jobs in Cork, Graduate jobs, Bilingual jobs, Jobs with languages, Tech support jobs, IT jobs, Temporary jobs, Contract jobs, Blingual jobs, Jobs with languages, Localisation jobs, Tech support jobs, Technical supports jobs, Customer service jobs, Translator jobs, Language specialist, Jobs, Data analyst jobs, GlobeTech jobs, Cork jobs, London jobs, Jobs in Ireland, Permanent jobs, Localization jobs, Translation jobs, Jobs, Data analyst jobs, Multilingual jobs.. . By submitting your interest in this job, you agree to receive text notifications with additional steps to complete your job application. You will receive up to 6 messages from the number ""63879"". Message & data rates may apply. Please refer to our privacy policy for more information.. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Clonmel, County Tipperary, Ireland","About The Role. . Magellan is a global business transformation program accompanying a move of our ERP system from SAP ECC to S4 HANA. Magellan’s goal is to simplify, standardise and modernise our core business processes, enabling BSC to better leverage the power of data and to position our business for profitable and sustainable growth.. . As the Business Analyst, Magellan Manufacturing transformation you will play a key role in ensuring the successful Business Transformation across the BSC network (Manufacturing, Divisional and Distribution sites). This role will operate in a Scaled Agile Framework, reporting to the Product Owner, Magellan Manufacturing. The role will focus on business processes in manufacturing that interact with SAP. These interactions may also involve other systems such as Camstar MES.. . This role represents the Business Users, collaborating with the Magellan Workstreams, Strategic Integration Vendors, BSC BPL, SME, COP teams and Stakeholders across the network. The role is planned to start in Q2 2019, and the program will conclude in 2024. The Program is starting its build phase in 3-week sprints and during this phase of the program we will create functionality in an iterative manner.. . Location: Will consider talent from Cork, Galway, Clonmel or anywhere within the global network. . Your Responsibilities Include. . The role represents the Business Users, working closely with Stakeholders to translate User Requirements into Business User Stories and the ‘Who, What, Why’ Acceptance Criteria.. Coordinating and liaison with the other Magellan Workstreams, Strategic Integration Vendors, BSC BPL’s, SME’s, Communities of Practice’s, IT Solution Architects/COE and Stakeholders across the network to develop a strong and deep pool of expertise across Inbound (Planning &/or Procure to Pay) processes and Applications.. Own deliverables during the build process such as data gathering, alignment with stakeholders, design of solutions, collaboration with developers and testing.. Liaise with the Training team and Site Super Users/BPLs/SMEs to develop training plans for each of the key Applications to enhance the knowledge base across the Manufacturing, Divisional and Distribution network.. Collaborate with the Magellan Manufacturing Workstream, integrate with the overall Magellan Program Management role, IT Solution Architects/ COE and the other Magellan Workstreams in a Scaled Agiled environment, to enable rapid deployment.. Building a cross functional, network-wide network of contacts to deliver the Magellan Manufacturing Transformation successfully.. Aligning Requirements, monitoring project plans, communicating with Stakeholders, co-ordinating the Requirements, Design, Build and Testing Phase and supporting the network-wide Deployment.. Proactively influencing global manufacturing sites, distribution network and divisional leaders in areas of new concepts, adoption of Best Practice and working to ensure understanding and translation of strategies, goals and the full scope of a Business Transformation initiative and simplify and standardise to best practice across Manufacturing Business processes and Applications.. Creating an environment that encourages: constructive feedback and coaching and proactive developmental support for all employees. Fostering an inclusive workplace that enables all participants to contribute to their full potential in pursuit of organizational and personal objectives. . . . What We’re Looking For. . Bachelor’s degree in Business, Engineering, Science or Supply Chain related field required.. 3+ years technical professional or operational/supply chain experience in medical device field required.. 3+ years of Systems/Applications experience in supply chain planning or operations. A business process lead (BPL)/Subject Matter Expert (SME) in SAP is preferred.. This role may suit a variety of candidates who have worked in positions that utilize SAP functionality such as Buyer/Planners, Distribution or Production support roles who are looking to broaden their experience in systems and business processes.. Experience in the configuration and use of Segmentation functionality in SAP S4 HANA a distinct advantage.. Experience in Camstar MES or Windchill preferred. Previous experience of a major Program introduction/upgrade, ideally within an IT/Systems or Business representative role.. Experience with Agile Methodology a distinct advantage. Working knowledge of ERP systems and the broader Application Ecosystem and Interfaces, combined with knowledge of key business processes.. A proven track record of Continuous Improvement, system upgrades/enhancements, proactive problem solving or LBP.. Ability to establish, communicate and engage teams in the vision & strategy of the Magellan Program.. Creates a sense of energy, excitement, and personal commitment to the organization by empowering others, rewarding and celebrating superior performance, and creating an inclusive workplace across eight locations. Good listening and communication skills, with ability to transfer knowledge efficiently.. Demonstrated high degree of integrity, professionalism, and the ability to establish credibility. High sense of urgency and commitment to execution.. Previous experience of Scaled Agile Project Management an advantage and/or proven adaptability, comfortable with change and with a demonstrated ability to react and respond to a fast-changing environment.. Role location is flexible, with participation at Team meetings, collaborative project events, with a Marlborough/Minnesota/Ireland focus and on sites across the Manufacturing network. Travel will be required when restrictions are lifted and this may be significant at certain stages of the project.. . . Purpose and Passion. Comprehensive Benefits. Life-Work Integration. Community. Career Growth. . At Boston Scientific, you will find a collaborative culture driven by a passion for innovation that keeps us connected on the most essential level. With determination, imagination and a deep caring for human life, we’re solving some of the most important healthcare industry challenges. Together, we’re one global team committed to making a difference in people’s lives around the world. This is a place where you can find a career with meaningful purpose—improving lives through your life’s work.. Show more"
"Dublin, County Dublin, Ireland","About Agoda. . Agoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.. . Get to Know our Team:. . The Customer Experience Group of Agoda effectively serves our customers and partners to ensure satisfying results. This great task is accomplished with the support of our Global Service Vertical team. We serve as the backbone for Customer Experience Group’s global operations. Our team is comprised of project managers, process owners, analysts, and talent management. Together we work nonstop to improve the quality and efficiency of our customer and partner support processes. Working with the Global Service Vertical team is a great opportunity to collaborate with various stakeholders and develop initiatives with our sister companies and external partners all over the world. We are a very data-driven environment, eager to move fast and learn through experimentation. A clear focus on supporting our customers and partners is bolstered by a strong, entrepreneurial culture that enriches us and Agoda’s business performance.. . The Opportunity:. . We are looking for a Senior WFM Forecast Analyst to support our growing CEG team. You will help manage the short-term and long-term forecasting, ensure strategic goals are met through forecast modeling, collaborative planning, and effective communication with various teams within CEG and other departments.. . In This Role, You’ll Get To:. . . Analyze contact volume patterns by campaigns, contact groups, queues, and agents’ skillsets.. Develop forecasting models to predict voice contact volume and key call statistics, email volume, chat, and future additional channels.. Utilize workforce management software to forecast contact volume and schedule staff.. Communicate necessary real-time and proactive adjustments to the workforce plan based on changing/dynamic forecasts and re-forecast when necessary.. Ensure schedules are generated timely to maximize the effective allocation of resources. Collaborate with other departments, team managers, service delivery managers to identify opportunities for improvement of resource utilization. Analyze workload, vacation and absence records, training, meeting and coaching schedules (shrinkage) for on-going historical trend analysis and forecasting purposes. Lead/participate in workforce management-related projects.. . . What You’ll Need to Succeed:. . . Extensive experience in workforce management with recent focus on forecasting for complex and dynamic programs in an inhouse or BPO company.. Advanced Excel (VBA) and data visualization skills.. Excellent written and verbal English communication skills, able to work with various levels in the organization. Have a good understanding of Customer satisfaction concepts and metrics including Net Promoter Score (NPS), Customer Satisfaction (CSAT), contact center service levels. . . It’s Great If You Have:. . . Experience in SQL or R or Python. Experience in Verint Impact 360 Workforce Optimization software or similar tool is required and preferably in Genesys systems.. . . Equal Opportunity Employer. . At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.. . To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.. . By applying to this job, you agree that Agoda may process your personal data in accordance with Agoda applicants privacy statement .. . #ANLS #4 #bangkok #dublin #toronto #sydney #melbourne #cairo #bangalore #newdelhi #mumbai #budapest #london #amsterdam #bucharest #kualalumpur #singapore. . Equal Opportunity Employer. . At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.. . We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .. . To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.. . . Show more"
